step,time_ms
843,50.1070
844,27.2426
845,51.6828
846,23.6682
847,22.6958
848,22.8644
849,23.3186
850,22.8948
851,54.5277
852,27.9930
853,22.6377
854,55.8819
855,35.2740
856,23.5267
857,27.7036
858,25.8186
859,53.9790
860,23.1049
861,46.4837
862,24.3054
863,21.7194
864,22.8139
865,122.6034
866,27.6621
867,58.8232
868,21.2359
869,46.7134
870,49.2797
871,42.7744
872,24.0634
873,53.6888
874,51.8135
875,22.0905
876,27.5667
877,20.9352
878,22.3580
879,52.4380
880,37.3896
881,47.5913
882,36.1451
883,35.0502
884,49.2002
885,27.5885
886,32.1266
887,153.0168
888,50.0600
889,30.8410
890,53.4147
891,24.5958
892,25.1688
893,55.1084
894,46.7776
895,57.1978
896,25.0936
897,49.4347
898,23.0755
899,50.7166
900,46.9415
901,29.8515
902,29.3108
903,52.8657
904,22.0974
905,25.1911
906,23.4479
907,50.6378
908,25.7683
909,152.4070
910,32.5457
911,49.0456
912,21.5305
913,23.8541
914,46.4925
915,50.7727
916,22.2144
917,22.6626
918,49.9400
919,22.1179
920,21.0851
921,23.2280
922,22.2097
923,22.3406
924,45.4643
925,22.5530
926,21.3697
927,22.1650
928,52.0104
929,52.6737
930,21.7240
931,22.6596
932,43.4754
933,44.3216
934,22.1548
935,22.6676
936,147.2685
937,46.9613
938,47.2069
939,44.6736
940,50.1759
941,53.5541
942,21.7683
943,47.3832
944,23.3948
945,47.0953
946,22.3047
947,47.4882
948,22.7135
949,43.8633
950,44.2027
951,40.5484
952,50.3480
953,23.7096
954,48.8986
955,23.4913
956,46.3121
957,26.0725
958,129.2991
959,53.0466
960,19.8889
961,22.2760
962,48.5684
963,22.5998
964,36.8906
965,22.9052
966,22.0368
967,23.2838
968,48.8686
969,51.1216
970,54.4650
971,25.8510
972,25.2454
973,26.5297
974,26.6073
975,47.5458
976,23.4071
977,24.1787
978,23.6022
979,48.6063
980,23.2324
981,25.9349
982,25.2082
983,50.2978
984,124.0828
985,49.6687
986,31.9560
987,24.2546
988,23.4768
989,24.8953
990,24.1075
991,24.9819
992,47.0974
993,49.9464
994,26.1282
995,26.0225
996,22.5821
997,44.4695
998,52.1421
999,26.2676
1000,23.2531
1001,23.6690
1002,57.5453
1003,26.6660
1004,24.3183
1005,25.2857
1006,27.8362
1007,25.3526
1008,23.5113
1009,27.4825
1010,25.9353
1011,128.6371
1012,26.4831
1013,48.1955
1014,58.1666
1015,59.8423
1016,22.7094
1017,49.5927
1018,29.3783
1019,27.1191
1020,28.3853
1021,52.8192
1022,56.0030
1023,23.4525
1024,27.6813
1025,29.2225
1026,25.5090
1027,26.1816
1028,49.6668
1029,32.9994
1030,50.8865
1031,26.9219
1032,26.3562
1033,151.4382
1034,25.5490
1035,33.9361
1036,47.7535
1037,25.4009
1038,45.4788
1039,21.4836
1040,47.6130
1041,45.3435
1042,24.5626
1043,24.4009
1044,23.1231
1045,22.5882
1046,22.4085
1047,22.2651
1048,21.7934
1049,20.4012
1050,22.4083
1051,22.2455
1052,23.1545
1053,44.1536
1054,24.7983
1055,22.6307
1056,21.5911
1057,50.2937
1058,23.3863
1059,22.8371
1060,23.0991
1061,45.0724
1062,123.0669
1063,24.1954
1064,23.6520
1065,45.3987
1066,20.5227
1067,23.7922
1068,21.8137
1069,47.3141
1070,22.1907
1071,44.6347
1072,44.0725
1073,48.4468
1074,19.7908
1075,49.9163
1076,23.9016
1077,23.6313
1078,20.1404
1079,44.9221
1080,46.5767
1081,26.1124
1082,26.0896
1083,47.5314
1084,22.4022
1085,48.0823
1086,44.0505
1087,122.7533
1088,47.3824
1089,24.7986
1090,26.2864
1091,24.4042
1092,24.9712
1093,28.5051
1094,30.1360
1095,22.2161
1096,22.3739
1097,23.3257
1098,44.7110
1099,22.5726
1100,26.8952
1101,22.2602
1102,23.4094
1103,24.2236
1104,23.5452
1105,47.4077
1106,49.6275
1107,22.5112
1108,25.1057
1109,44.3565
1110,23.2248
1111,23.7767
1112,25.0708
1113,21.9034
1114,46.6002
1115,21.2018
1116,122.3578
1117,24.0460
1118,22.2611
1119,23.1141
1120,27.1176
1121,22.9419
1122,44.6957
1123,25.1960
1124,42.3888
1125,22.2009
1126,21.3818
1127,50.4753
1128,22.8591
1129,20.5555
1130,21.6684
1131,27.6145
1132,47.1471
1133,21.4081
1134,21.9337
1135,21.2772
1136,21.5895
1137,21.6056
1138,20.8534
1139,21.8907
1140,21.5478
1141,21.0577
1142,46.2460
1143,20.5368
1144,22.0966
1145,46.6187
1146,22.0676
1147,122.8735
1148,27.7913
1149,26.4672
1150,24.7821
1151,23.6498
1152,25.0930
1153,44.2467
1154,45.9286
1155,45.3659
1156,23.8771
1157,23.7015
1158,23.8478
1159,22.9014
1160,48.7010
1161,50.7199
1162,50.4366
1163,24.6405
1164,25.5792
1165,23.5631
1166,52.5749
1167,23.1871
1168,47.1442
1169,22.5998
1170,26.9699
1171,27.4528
1172,24.2312
1173,23.3161
1174,124.7215
1175,25.3330
1176,50.6980
1177,46.9525
1178,23.0885
1179,23.3835
1180,29.2405
1181,25.2707
1182,24.6570
1183,24.4322
1184,23.0752
1185,21.5180
1186,61.5807
1187,62.0185
1188,25.2426
1189,22.5315
1190,21.5885
1191,44.6552
1192,46.8656
1193,24.9223
1194,55.6231
1195,31.3644
1196,48.3480
1197,49.8657
1198,125.9936
1199,56.5320
1200,19.8082
1201,21.2181
1202,44.2800
1203,49.1026
1204,48.7659
1205,23.4415
1206,24.4620
1207,49.7249
1208,48.8077
1209,44.9938
1210,49.8416
1211,21.6492
1212,51.5607
1213,20.7844
1214,24.5163
1215,50.2300
1216,44.4264
1217,47.0526
1218,22.7449
1219,45.3073
1220,124.5464
1221,27.2340
1222,46.6062
1223,50.5198
1224,22.4760
1225,56.5401
1226,22.0660
1227,49.7996
1228,29.4804
1229,28.0327
1230,26.3164
1231,21.2677
1232,22.8140
1233,22.9844
1234,22.2122
1235,23.0314
1236,22.8658
1237,23.3403
1238,23.4119
1239,49.4596
1240,20.9527
1241,44.1580
1242,20.9809
1243,22.9324
1244,44.3651
1245,47.8562
1246,21.6430
1247,144.6587
1248,52.2785
1249,50.2770
1250,49.2564
1251,22.7025
1252,23.3737
1253,20.6119
1254,50.1188
1255,20.7868
1256,21.6348
1257,20.5126
1258,20.3404
1259,27.7974
1260,21.3893
1261,23.0190
1262,22.1517
1263,23.2280
1264,44.5385
1265,22.7074
1266,29.7275
1267,26.1716
1268,22.7702
1269,20.6015
1270,48.7688
1271,56.8588
1272,21.8890
1273,23.5431
1274,151.4060
1275,25.1574
1276,17.4967
1277,50.5478
1278,50.1754
1279,20.7476
1280,23.6108
1281,25.9839
1282,47.4263
1283,20.5087
1284,45.4736
1285,24.5625
1286,23.5020
1287,22.5061
1288,21.4850
1289,20.6442
1290,41.4511
1291,19.2947
1292,22.8578
1293,51.8605
1294,48.9352
1295,44.9851
1296,45.0575
1297,23.9135
1298,49.6776
1299,148.0230
1300,25.3739
1301,22.8873
1302,24.8358
1303,23.8542
1304,44.0971
1305,22.6606
1306,22.3448
1307,25.0605
1308,23.3487
1309,25.5729
1310,23.1412
1311,44.1189
1312,23.7785
1313,22.9082
1314,22.7169
1315,50.2290
1316,25.0595
1317,31.4638
1318,49.6250
1319,25.3964
1320,23.4185
1321,48.0668
1322,20.4080
1323,43.2446
1324,21.6169
1325,22.1989
1326,23.7548
1327,22.4556
1328,146.9239
1329,26.3377
1330,53.0491
1331,48.4918
1332,50.2940
1333,49.5613
1334,23.4429
1335,23.8239
1336,22.6928
1337,44.0319
1338,43.7088
1339,23.2560
1340,50.8322
1341,43.9036
1342,48.4547
1343,24.7348
1344,22.5005
1345,22.9311
1346,23.2453
1347,44.5212
1348,22.5547
1349,24.1323
1350,22.6534
1351,23.0673
1352,23.2018
1353,22.2201
1354,146.8210
1355,23.8666
1356,28.5046
1357,47.7909
1358,46.1108
1359,23.6899
1360,22.3366
1361,44.2655
1362,21.7156
1363,22.2378
1364,22.0766
1365,22.6834
1366,22.8178
1367,41.0232
1368,21.4775
1369,19.2083
1370,46.2787
1371,21.5250
1372,22.5767
1373,21.8721
1374,17.5790
1375,17.0323
1376,20.5841
1377,19.7348
1378,20.3622
1379,22.7340
1380,22.1238
1381,21.2865
1382,42.2854
1383,22.0996
1384,21.5198
1385,122.1293
1386,26.3413
1387,50.0569
1388,24.5684
1389,51.3509
1390,22.2479
1391,21.8219
1392,21.5243
1393,21.1160
1394,46.4166
1395,20.8737
1396,46.3170
1397,21.5604
1398,21.7233
1399,44.3635
1400,22.7851
1401,24.4616
1402,24.2355
1403,23.0053
1404,49.4292
1405,32.1384
1406,21.1132
1407,32.8544
1408,23.6304
1409,35.1192
1410,21.8744
1411,48.9713
1412,24.9917
1413,125.3358
1414,26.6184
1415,59.6599
1416,23.5357
1417,51.2059
1418,40.9478
1419,19.9773
1420,25.9588
1421,25.2733
1422,26.3485
1423,28.1180
1424,50.8062
1425,29.9302
1426,28.0570
1427,31.8776
1428,43.8256
1429,24.6696
1430,47.9636
1431,53.3967
1432,28.8880
1433,18.2215
1434,22.2837
1435,19.6149
1436,22.2602
1437,48.4844
1438,122.9179
1439,25.5025
1440,23.8801
1441,49.1813
1442,19.5320
1443,21.8834
1444,22.3195
1445,22.5388
1446,22.1687
1447,48.4682
1448,20.4621
1449,23.3217
1450,47.9641
1451,26.1963
1452,25.4436
1453,46.7800
1454,26.3532
1455,48.4047
1456,23.9742
1457,47.3275
1458,44.6310
1459,23.7253
1460,23.2140
1461,23.5128
1462,24.0257
1463,46.4881
1464,50.3197
1465,124.8618
1466,27.3888
1467,46.7797
1468,48.3565
1469,48.9155
1470,47.7868
1471,25.3597
1472,23.5666
1473,23.2129
1474,25.2492
1475,45.9437
1476,49.4151
1477,49.6284
1478,22.5957
1479,24.1799
1480,22.8898
1481,22.5730
1482,47.0564
1483,47.2249
1484,22.4550
1485,45.0444
1486,43.2961
1487,47.9230
1488,21.7282
1489,124.2972
1490,25.4778
1491,24.7595
1492,22.1787
1493,49.2936
1494,46.6373
1495,21.6546
1496,22.7457
1497,47.0427
1498,43.4978
1499,24.4839
1500,43.3561
1501,46.7885
1502,22.2932
1503,46.7021
1504,46.5529
1505,21.5825
1506,22.4401
1507,49.2190
1508,20.3340
1509,22.9347
1510,21.8408
1511,47.0422
1512,20.8854
1513,48.7154
1514,21.4983
1515,144.7148
1516,49.2714
1517,43.9060
1518,47.1917
1519,21.8843
1520,22.2523
1521,21.3761
1522,24.4239
1523,23.8026
1524,50.8307
1525,44.4836
1526,23.9536
1527,23.7389
1528,21.4704
1529,23.5836
1530,23.4930
1531,44.3706
1532,21.3123
1533,21.3996
1534,43.8048
1535,22.7942
1536,23.3924
1537,22.5434
1538,22.7591
1539,23.7912
1540,15.3996
1541,21.8528
1542,50.3179
1543,148.7901
1544,51.5080
1545,51.4190
1546,51.0302
1547,21.0017
1548,45.9931
1549,21.9738
1550,21.5779
1551,49.9145
1552,50.5379
1553,24.5489
1554,44.2887
1555,43.0807
1556,22.2846
1557,23.9789
1558,23.1241
1559,43.8992
1560,22.4383
1561,42.6842
1562,16.6318
1563,41.7256
1564,21.8874
1565,43.0565
1566,19.9079
1567,144.9856
1568,24.4174
1569,39.8764
1570,45.7807
1571,19.8415
1572,20.4507
1573,21.1178
1574,18.6966
1575,21.3961
1576,21.9850
1577,21.3341
1578,21.7784
1579,47.7293
1580,22.3238
1581,46.4245
1582,19.0542
1583,52.0784
1584,22.3360
1585,22.0044
1586,20.3950
1587,19.6028
1588,21.3644
1589,20.0866
1590,3.4094
1591,22.2277
1592,21.9303
1593,43.5363
1594,50.6051
1595,124.6789
1596,24.8205
1597,23.1735
1598,22.2527
1599,49.2244
1600,24.2512
1601,22.7320
1602,23.5953
1603,20.8367
1604,51.5164
1605,42.2680
1606,20.0760
1607,26.7174
1608,21.6691
1609,18.5351
1610,24.6495
1611,24.0803
1612,20.6131
1613,23.7191
1614,0.8657
1615,51.0750
1616,22.1953
1617,21.4676
1618,23.9976
1619,41.8504
1620,23.7725
1621,18.8900
1622,22.2004
1623,122.3120
1624,22.6830
1625,19.8822
1626,41.1915
1627,12.8939
1628,20.1242
1629,40.1718
1630,23.1995
1631,21.6307
1632,7.9915
1633,23.7380
1634,17.6138
1635,16.7043
1636,19.6724
1637,43.4300
1638,20.8370
1639,19.1700
1640,23.5888
1641,21.1994
1642,19.5001
1643,48.0181
1644,20.6250
1645,18.9877
1646,0.7984
1647,51.1498
1648,20.5028
1649,21.6326
1650,22.3780
1651,19.1460
1652,140.8171
1653,24.0330
1654,40.4318
1655,20.8030
1656,22.9633
1657,22.1868
1658,20.2815
1659,48.3254
1660,41.4659
1661,15.0935
1662,10.8048
1663,52.1026
1664,19.6980
1665,20.6698
1666,21.9793
1667,45.4891
1668,19.9567
1669,21.4056
1670,20.7758
1671,14.6454
1672,18.8650
1673,21.4633
1674,22.4415
1675,22.4452
1676,18.5903
1677,22.2542
1678,21.2311
1679,42.4018
1680,19.7677
1681,151.8467
1682,23.5792
1683,24.9407
1684,48.3521
1685,22.5537
1686,40.7758
1687,47.7907
1688,22.4130
1689,18.4393
1690,19.1717
1691,19.5411
1692,52.2209
1693,16.8969
1694,19.8476
1695,22.2646
1696,21.4482
1697,21.8166
1698,16.6660
1699,25.3679
1700,17.5619
1701,20.8595
1702,22.0536
1703,48.0722
1704,22.1137
1705,21.7994
1706,41.0702
1707,19.9353
1708,101.0063
1709,23.7046
1710,19.2413
1711,4.4009
1712,54.2092
1713,50.0655
1714,1.4128
1715,25.8801
1716,1.0930
1717,23.9079
1718,20.7961
1719,21.8329
1720,17.7739
1721,21.6436
1722,54.0812
1723,24.5334
1724,20.9228
1725,52.7453
1726,25.8089
1727,55.8602
1728,22.0027
1729,50.5486
1730,19.1340
1731,22.5708
1732,151.7210
1733,26.8426
1734,55.2292
1735,19.6763
1736,24.3292
1737,20.7301
1738,45.8055
1739,54.1221
1740,22.0768
1741,51.3851
1742,44.4483
1743,23.8821
1744,53.3409
1745,21.6644
1746,14.4311
1747,25.1283
1748,24.7217
1749,25.9719
1750,28.8839
1751,26.7112
1752,25.3547
1753,25.5886
1754,24.8207
1755,25.3354
1756,28.5794
1757,24.1546
1758,126.6116
1759,26.2703
1760,54.5581
1761,53.7360
1762,25.3615
1763,48.4454
1764,24.2831
1765,25.0869
1766,52.0176
1767,25.7399
1768,24.7702
1769,50.8357
1770,24.7658
1771,24.6034
1772,25.3524
1773,24.4996
1774,23.6429
1775,24.0912
1776,23.2553
1777,24.7733
1778,26.3395
1779,37.5452
1780,25.7413
1781,24.3097
1782,23.1078
1783,23.4110
1784,24.8610
1785,20.9960
1786,124.9122
1787,52.5881
1788,45.9802
1789,24.1472
1790,24.0970
1791,28.2846
1792,52.9790
1793,51.4533
1794,23.3233
1795,24.1569
1796,27.8308
1797,53.5882
1798,50.1587
1799,25.6775
1800,25.9100
1801,24.7000
1802,24.3774
1803,24.4092
1804,24.5514
1805,25.6560
1806,24.9427
1807,27.0737
1808,25.4234
1809,45.2455
1810,51.5490
1811,153.1102
1812,28.3773
1813,24.2567
1814,23.7116
1815,22.6139
1816,57.8874
1817,53.0328
1818,26.0347
1819,27.7963
1820,23.4581
1821,51.3156
1822,54.7758
1823,57.5544
1824,23.5586
1825,27.3228
1826,27.1270
1827,56.3666
1828,56.4607
1829,30.3253
1830,30.2901
1831,24.1022
1832,24.3729
1833,27.8425
1834,154.2790
1835,29.3714
1836,24.3724
1837,22.0047
1838,48.8295
1839,57.4089
1840,28.1330
1841,25.4445
1842,50.6809
1843,24.8534
1844,25.7901
1845,52.6027
1846,27.0575
1847,48.4788
1848,47.9583
1849,23.6180
1850,51.8627
1851,26.3693
1852,32.7412
1853,24.8014
1854,49.4340
1855,28.3592
1856,25.6548
1857,49.9975
1858,159.8945
1859,51.4366
1860,27.1340
1861,24.3485
1862,55.0768
1863,24.7360
1864,48.2565
1865,26.0435
1866,23.4676
1867,23.7506
1868,25.1526
1869,27.5867
1870,24.3398
1871,54.5358
1872,26.0215
